date,ticker,company,sector,open,high,low,close,volume
2024-07-01,AAPL,Apple,Technology,227.92,230.25,225.79,228.36,53221173
2024-07-02,AAPL,Apple,Technology,229.81,232.62,227.39,231.06,48335271
2024-07-03,AAPL,Apple,Technology,235.4,235.74,233.62,238.09,37927758
2024-07-04,AAPL,Apple,Technology,234.61,237.44,229.72,233.78,40339340
2024-07-05,AAPL,Apple,Technology,230.44,230.95,228.0,230.45,33703528
2024-07-08,AAPL,Apple,Technology,227.79,228.17,227.3,228.15,61702821
2024-07-09,AAPL,Apple,Technology,224.87,229.36,222.24,226.09,61810233
2024-07-10,AAPL,Apple,Technology,231.69,232.45,231.04,232.43,26728985
2024-07-11,AAPL,Apple,Technology,233.58,235.66,232.88,235.34,37544223
2024-07-12,AAPL,Apple,Technology,237.48,239.13,237.26,238.55,41380248
2024-07-15,AAPL,Apple,Technology,243.43,246.65,242.97,243.55,27524175
2024-07-16,AAPL,Apple,Technology,248.0,249.27,245.73,248.59,55105336
2024-07-17,AAPL,Apple,Technology,244.38,248.15,242.58,243.78,45834527
2024-07-18,AAPL,Apple,Technology,244.56,246.88,243.67,243.27,66284774
2024-07-19,AAPL,Apple,Technology,243.63,245.89,240.6,243.95,57715606
2024-07-22,AAPL,Apple,Technology,246.06,246.96,245.58,244.9,35318985
2024-07-23,AAPL,Apple,Technology,240.45,245.25,239.62,240.13,25048567
2024-07-24,AAPL,Apple,Technology,248.27,249.61,246.27,246.48,51459296
2024-07-25,AAPL,Apple,Technology,243.31,249.08,242.31,240.97,28120717
2024-07-26,AAPL,Apple,Technology,244.58,246.4,243.6,244.87,59254910
2024-07-29,AAPL,Apple,Technology,243.51,245.47,242.56,241.63,66825894
2024-07-30,AAPL,Apple,Technology,243.62,245.6,242.71,245.55,26469400
2024-07-31,AAPL,Apple,Technology,251.99,257.12,250.08,249.95,73259429
2024-08-01,AAPL,Apple,Technology,251.44,252.72,248.33,250.35,63379490
2024-08-02,AAPL,Apple,Technology,248.56,250.63,247.15,248.74,39603366
2024-08-05,AAPL,Apple,Technology,250.98,256.12,249.8,247.66,63951419
2024-08-06,AAPL,Apple,Technology,253.4,256.35,252.25,253.45,68032227
2024-08-07,AAPL,Apple,Technology,250.02,253.19,248.34,252.24,44910155
2024-08-08,AAPL,Apple,Technology,257.64,259.16,256.2,255.51,51102148
2024-08-09,AAPL,Apple,Technology,258.61,262.17,258.02,260.63,27669923
2024-08-12,AAPL,Apple,Technology,265.7,270.55,260.52,266.18,50342397
2024-08-13,AAPL,Apple,Technology,259.97,262.55,257.47,258.0,13898183
2024-08-14,AAPL,Apple,Technology,257.96,259.35,255.16,257.28,82166857
2024-08-15,AAPL,Apple,Technology,255.43,261.42,253.41,256.49,54242721
2024-08-16,AAPL,Apple,Technology,248.44,248.5,246.67,246.0,60488882
2024-08-19,AAPL,Apple,Technology,248.72,249.45,246.45,248.9,58324375
2024-08-20,AAPL,Apple,Technology,254.05,254.41,251.21,254.48,15526527
2024-08-21,AAPL,Apple,Technology,257.08,258.23,255.06,258.27,40773374
2024-08-22,AAPL,Apple,Technology,263.25,268.2,258.43,262.71,40975884
2024-08-23,AAPL,Apple,Technology,266.87,270.09,264.18,268.59,64284864
2024-08-26,AAPL,Apple,Technology,266.7,266.8,266.13,264.85,42858710
2024-08-27,AAPL,Apple,Technology,269.66,270.0,267.02,268.09,88253007
2024-08-28,AAPL,Apple,Technology,273.83,279.76,272.77,272.97,36576928
2024-08-29,AAPL,Apple,Technology,266.08,266.89,265.81,263.14,61751446
2024-08-30,AAPL,Apple,Technology,251.08,252.24,247.95,251.17,58350055
2024-09-02,AAPL,Apple,Technology,248.95,249.45,247.72,251.06,47921812
2024-09-03,AAPL,Apple,Technology,251.88,252.68,250.59,250.9,43723254
2024-09-04,AAPL,Apple,Technology,247.81,249.77,246.37,248.24,76418919
2024-09-05,AAPL,Apple,Technology,241.31,242.7,237.95,242.11,66676690
2024-09-06,AAPL,Apple,Technology,239.45,240.73,236.1,239.9,32681021
2024-01-01,GOOGL,Google,Technology,140.65,141.38,138.85,140.73,90013675
2024-01-02,GOOGL,Google,Technology,139.79,141.58,138.58,139.18,68393868
2024-01-03,GOOGL,Google,Technology,136.36,137.06,135.26,135.52,22056948
2024-01-04,GOOGL,Google,Technology,135.43,135.67,134.62,134.57,58760989
2024-01-05,GOOGL,Google,Technology,137.96,140.18,136.67,138.41,28201982
2024-01-08,GOOGL,Google,Technology,139.45,142.22,138.14,139.79,48752585
2024-01-09,GOOGL,Google,Technology,139.84,139.94,137.62,140.88,68538695
2024-01-10,GOOGL,Google,Technology,138.95,140.4,137.85,139.28,53765245
2024-01-11,GOOGL,Google,Technology,140.84,141.99,139.1,141.46,85772885
2024-01-12,GOOGL,Google,Technology,136.38,137.85,136.1,136.13,58855163
2024-01-15,GOOGL,Google,Technology,134.15,135.23,133.77,133.56,66204107
2024-01-16,GOOGL,Google,Technology,132.14,133.41,131.81,132.55,38970102
2024-01-17,GOOGL,Google,Technology,135.22,135.98,132.1,134.81,60812102
2024-01-18,GOOGL,Google,Technology,134.16,136.27,132.31,134.97,37298968
2024-01-19,GOOGL,Google,Technology,136.53,137.37,134.5,134.51,41710756
2024-01-22,GOOGL,Google,Technology,132.44,133.29,132.26,132.71,55798577
2024-01-23,GOOGL,Google,Technology,129.42,131.68,129.05,129.28,54134083
2024-01-24,GOOGL,Google,Technology,130.84,131.91,130.05,130.07,74581337
2024-01-25,GOOGL,Google,Technology,132.43,133.06,132.02,132.41,63869869
2024-01-26,GOOGL,Google,Technology,132.16,134.08,130.22,131.11,82221380
2024-01-29,GOOGL,Google,Technology,127.31,129.18,126.79,127.36,51208784
2024-01-30,GOOGL,Google,Technology,131.86,132.58,131.82,133.11,50740208
2024-01-31,GOOGL,Google,Technology,132.09,133.1,132.02,132.46,70976387
2024-02-01,GOOGL,Google,Technology,127.61,127.92,127.56,126.74,53959837
2024-02-02,GOOGL,Google,Technology,127.32,129.16,126.07,126.65,27993586
2024-02-05,GOOGL,Google,Technology,125.76,127.52,123.63,126.04,32039835
2024-02-06,GOOGL,Google,Technology,125.08,125.15,122.59,125.55,40056141
2024-02-07,GOOGL,Google,Technology,123.04,123.27,122.77,122.72,42646985
2024-02-08,GOOGL,Google,Technology,122.18,123.98,119.89,121.78,54848411
2024-02-09,GOOGL,Google,Technology,117.5,117.81,117.17,116.5,36043862
2024-02-12,GOOGL,Google,Technology,117.72,119.58,115.09,117.58,51949989
2024-02-13,GOOGL,Google,Technology,120.4,121.49,120.22,120.91,57553003
2024-02-14,GOOGL,Google,Technology,122.46,123.32,121.09,122.11,1000
2024-02-15,GOOGL,Google,Technology,121.66,123.55,117.79,122.05,20599093
2024-02-16,GOOGL,Google,Technology,121.87,123.79,120.94,122.18,41463465
2024-02-19,GOOGL,Google,Technology,124.84,126.1,123.89,124.12,56682225
2024-02-20,GOOGL,Google,Technology,125.86,127.01,125.18,126.45,77829288
2024-02-21,GOOGL,Google,Technology,130.11,131.42,129.69,130.29,91193093
2024-02-22,GOOGL,Google,Technology,130.18,130.55,129.06,129.32,87075299
2024-02-23,GOOGL,Google,Technology,134.93,135.07,133.96,134.81,23085780
2024-02-26,GOOGL,Google,Technology,134.16,134.4,132.92,133.78,60233043
2024-02-27,GOOGL,Google,Technology,133.47,134.23,133.05,134.52,50109022
2024-02-28,GOOGL,Google,Technology,133.14,134.35,131.63,133.2,1000
2024-02-29,GOOGL,Google,Technology,133.27,133.42,133.25,132.73,8181773
2024-03-01,GOOGL,Google,Technology,136.22,137.24,135.21,136.4,26972804
2024-03-04,GOOGL,Google,Technology,133.7,134.0,132.26,133.67,18790091
2024-03-05,GOOGL,Google,Technology,129.91,131.04,129.67,130.45,96538951
2024-03-06,GOOGL,Google,Technology,124.73,125.81,123.4,124.03,61258081
2024-03-07,GOOGL,Google,Technology,124.73,125.74,123.46,124.24,87798479
2024-03-08,GOOGL,Google,Technology,123.73,124.53,121.48,123.89,51986123
2024-03-11,GOOGL,Google,Technology,123.43,123.83,122.98,123.67,75400839
2024-03-12,GOOGL,Google,Technology,127.19,128.82,125.85,127.06,58128208
2024-03-13,GOOGL,Google,Technology,124.87,125.7,123.84,125.99,74964662
2024-03-14,GOOGL,Google,Technology,124.35,125.49,123.8,125.02,33217883
2024-03-15,GOOGL,Google,Technology,126.58,126.98,126.12,126.68,51392561
2024-03-18,GOOGL,Google,Technology,131.93,132.53,131.52,132.62,48583001
2024-03-19,GOOGL,Google,Technology,130.55,132.95,130.22,130.73,28190872
2024-03-20,GOOGL,Google,Technology,130.5,131.19,127.88,130.15,55660190
2024-03-21,GOOGL,Google,Technology,128.44,129.64,128.11,129.49,56297975
2024-03-22,GOOGL,Google,Technology,130.33,132.12,130.03,129.26,44888715
2024-03-25,GOOGL,Google,Technology,127.33,129.35,126.38,127.66,20702093
2024-03-26,GOOGL,Google,Technology,125.66,127.16,123.87,125.82,60711816
2024-03-27,GOOGL,Google,Technology,125.76,128.81,123.88,124.6,65637079
2024-03-28,GOOGL,Google,Technology,125.94,126.91,125.48,125.58,57366554
2024-03-29,GOOGL,Google,Technology,127.25,127.29,125.68,125.84,52507148
2024-04-01,GOOGL,Google,Technology,131.32,132.64,130.86,130.18,53685597
2024-04-02,GOOGL,Google,Technology,129.68,130.17,129.53,129.99,45926015
2024-04-03,GOOGL,Google,Technology,126.87,127.11,126.85,126.35,45306074
2024-04-04,GOOGL,Google,Technology,130.83,131.45,129.55,131.36,9859199
2024-04-05,GOOGL,Google,Technology,133.2,133.9,131.23,133.24,58450857
2024-04-08,GOOGL,Google,Technology,136.42,136.88,135.93,135.91,48763433
2024-04-09,GOOGL,Google,Technology,134.25,136.5,133.46,135.31,62120951
2024-04-10,GOOGL,Google,Technology,133.67,135.46,130.73,134.65,56047213
2024-04-11,GOOGL,Google,Technology,134.07,135.12,133.81,133.29,31775363
2024-04-12,GOOGL,Google,Technology,134.04,136.19,133.8,134.65,59878431
2024-04-15,GOOGL,Google,Technology,134.86,136.54,133.09,135.51,44498572
2024-04-16,GOOGL,Google,Technology,138.47,139.26,137.93,138.15,56527912
2024-04-17,GOOGL,Google,Technology,140.75,140.81,138.92,141.59,71401938
2024-04-18,GOOGL,Google,Technology,141.52,146.62,141.23,141.72,40406736
2024-04-19,GOOGL,Google,Technology,148.8,151.42,147.43,148.43,46258530
2024-04-22,GOOGL,Google,Technology,151.44,152.2,150.98,151.77,19096759
2024-04-23,GOOGL,Google,Technology,147.7,147.89,144.19,147.31,20125125
2024-04-24,GOOGL,Google,Technology,152.42,154.0,150.69,151.74,51270142
2024-04-25,GOOGL,Google,Technology,153.69,155.36,152.99,153.76,42218350
2024-04-26,GOOGL,Google,Technology,154.88,156.93,151.32,155.03,76804884
2024-04-29,GOOGL,Google,Technology,158.41,159.03,157.7,159.3,46054418
2024-04-30,GOOGL,Google,Technology,161.48,161.85,160.27,161.42,40892038
2024-05-01,GOOGL,Google,Technology,158.33,161.3,158.15,157.22,28366417
2024-05-02,GOOGL,Google,Technology,159.55,160.55,158.02,159.18,66658569
2024-05-03,GOOGL,Google,Technology,156.27,158.52,155.9,155.03,55819391
2024-05-06,GOOGL,Google,Technology,160.67,161.23,160.25,159.97,32253592
2024-05-07,GOOGL,Google,Technology,161.1,161.62,160.19,160.53,18985646
2024-05-08,GOOGL,Google,Technology,158.49,158.84,157.16,160.16,22866259
2024-05-09,GOOGL,Google,Technology,160.05,161.07,158.13,159.0,52856471
2024-05-10,GOOGL,Google,Technology,155.67,156.42,155.51,154.88,54598520
2024-05-13,GOOGL,Google,Technology,157.83,159.76,155.08,157.94,104895875
2024-05-14,GOOGL,Google,Technology,157.42,161.46,156.1,156.31,58473751
2024-05-15,GOOGL,Google,Technology,158.76,159.71,156.53,159.75,32758420
2024-05-16,GOOGL,Google,Technology,157.25,158.41,156.99,156.98,67221049
2024-05-17,GOOGL,Google,Technology,162.61,165.28,161.99,161.98,77353789
2024-05-20,GOOGL,Google,Technology,161.19,162.79,160.59,159.07,27564308
2024-05-21,GOOGL,Google,Technology,159.97,162.76,158.26,158.63,23697844
2024-05-22,GOOGL,Google,Technology,165.81,169.17,162.84,165.76,78092138
2024-05-23,GOOGL,Google,Technology,162.33,163.86,160.48,162.25,53736412
2024-05-24,GOOGL,Google,Technology,162.6,164.0,162.56,162.95,42505498
2024-05-27,GOOGL,Google,Technology,164.18,166.23,162.74,164.89,34386792
2024-05-28,GOOGL,Google,Technology,161.91,165.11,161.19,163.14,96997071
2024-05-29,GOOGL,Google,Technology,162.79,163.43,161.19,162.89,25836615
2024-05-30,GOOGL,Google,Technology,162.83,164.13,162.01,162.43,47413257
2024-05-31,GOOGL,Google,Technology,168.85,169.42,168.71,169.91,48612061
2024-06-03,GOOGL,Google,Technology,167.38,167.53,166.55,165.97,50982942
2024-06-04,GOOGL,Google,Technology,168.88,169.0,167.9,168.94,43958525
2024-06-05,GOOGL,Google,Technology,168.43,169.8,168.34,168.46,45258069
2024-06-06,GOOGL,Google,Technology,171.49,172.77,170.22,170.99,1000
2024-06-07,GOOGL,Google,Technology,175.2,177.02,175.08,174.57,86494963
2024-06-10,GOOGL,Google,Technology,170.07,170.45,169.63,169.49,54277537
2024-06-11,GOOGL,Google,Technology,176.34,176.68,174.12,176.22,59532442
2024-06-12,GOOGL,Google,Technology,168.32,169.49,167.73,167.9,56439252
2024-06-13,GOOGL,Google,Technology,165.8,166.08,165.03,166.3,48384098
2024-06-14,GOOGL,Google,Technology,165.11,166.55,164.14,165.02,64848160
2024-06-17,GOOGL,Google,Technology,165.37,168.4,163.13,165.52,35660480
2024-06-18,GOOGL,Google,Technology,164.16,164.39,163.2,164.41,44490492
2024-06-19,GOOGL,Google,Technology,164.79,165.3,164.75,164.82,64883977
2024-06-20,GOOGL,Google,Technology,162.34,162.46,161.4,161.39,77662858
2024-06-21,GOOGL,Google,Technology,161.73,161.81,160.11,161.53,1630576
2024-06-24,GOOGL,Google,Technology,159.84,160.29,159.3,159.46,43146076
2024-06-25,GOOGL,Google,Technology,164.23,166.37,164.12,165.42,78437503
2024-06-26,GOOGL,Google,Technology,168.49,170.44,167.08,168.51,53006245
2024-06-27,GOOGL,Google,Technology,173.06,174.76,172.37,173.23,39092186
2024-06-28,GOOGL,Google,Technology,170.03,170.5,169.55,169.44,42869412
2024-07-01,GOOGL,Google,Technology,168.05,169.45,165.85,169.36,37173653
2024-07-02,GOOGL,Google,Technology,166.36,167.1,165.53,166.81,48947149
2024-07-03,GOOGL,Google,Technology,166.79,167.63,166.4,166.3,41667576
2024-07-04,GOOGL,Google,Technology,162.41,164.27,160.63,163.63,37802766
2024-07-05,GOOGL,Google,Technology,158.25,159.53,155.23,157.99,41740645
2024-07-08,GOOGL,Google,Technology,160.32,160.77,154.91,162.27,28310080
2024-07-09,GOOGL,Google,Technology,159.12,159.6,158.15,158.5,35129886
2024-07-10,GOOGL,Google,Technology,158.74,160.97,156.85,157.01,21094321
2024-07-11,GOOGL,Google,Technology,159.75,160.7,159.06,158.5,73943589
2024-07-12,GOOGL,Google,Technology,156.61,159.01,156.44,156.21,81015696
2024-07-15,GOOGL,Google,Technology,152.34,154.59,151.47,151.45,71271488
2024-07-16,GOOGL,Google,Technology,158.46,158.94,158.44,158.48,20399933
2024-07-17,GOOGL,Google,Technology,162.72,164.02,160.37,163.0,26654083
2024-07-18,GOOGL,Google,Technology,160.01,160.72,157.12,159.61,66031326
2024-07-19,GOOGL,Google,Technology,159.22,161.65,157.4,158.84,51104229
2024-07-22,GOOGL,Google,Technology,166.19,167.39,165.67,166.08,45516336
2024-07-23,GOOGL,Google,Technology,160.95,162.24,160.75,159.47,50798601
2024-07-24,GOOGL,Google,Technology,158.39,159.79,157.67,158.27,40061004
2024-07-25,GOOGL,Google,Technology,158.37,160.12,157.38,157.3,16211459
2024-07-26,GOOGL,Google,Technology,158.61,159.25,155.76,157.95,10064671
2024-07-29,GOOGL,Google,Technology,161.83,163.59,160.27,161.94,68122741
2024-07-30,GOOGL,Google,Technology,162.52,162.72,162.22,163.16,60416032
2024-07-31,GOOGL,Google,Technology,163.8,165.22,163.24,164.53,70247946
2024-08-01,GOOGL,Google,Technology,165.88,170.47,163.59,164.67,72389101
2024-08-02,GOOGL,Google,Technology,169.01,170.86,169.0,168.22,55025141
2024-08-05,GOOGL,Google,Technology,167.85,169.49,165.97,167.61,57330020
2024-08-06,GOOGL,Google,Technology,165.79,165.95,164.67,165.95,18296141
2024-08-07,GOOGL,Google,Technology,169.09,169.82,168.1,167.91,36990757
2024-08-08,GOOGL,Google,Technology,167.06,167.7,165.74,165.07,32156249
2024-08-09,GOOGL,Google,Technology,165.65,167.35,164.95,165.44,39588163
2024-08-12,GOOGL,Google,Technology,168.93,169.74,168.48,169.86,27084251
2024-08-13,GOOGL,Google,Technology,166.76,166.98,165.26,165.67,58163362
2024-08-14,GOOGL,Google,Technology,166.89,168.45,164.6,166.71,23111865
2024-08-15,GOOGL,Google,Technology,160.28,161.47,158.0,159.36,46447066
2024-08-16,GOOGL,Google,Technology,163.85,165.61,161.93,163.49,22769545
2024-08-19,GOOGL,Google,Technology,164.59,165.02,161.41,164.31,64740036
2024-08-20,GOOGL,Google,Technology,167.01,167.18,165.38,166.79,45631197
2024-08-21,GOOGL,Google,Technology,165.66,167.06,164.46,165.33,63832129
2024-08-22,GOOGL,Google,Technology,170.64,171.12,169.28,171.33,47824582
